Season,Year,Date,CollectorNames,TrawlType,Site,Replicate,Common_Name,Genus,Species,Length_mm,weight_g,trophic_level
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Shiner Perch,Cymatogaster,aggregata,35.28,0.878154462,2.99
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Shiner Perch,Cymatogaster,aggregata,101.32,21.2438907,2.99
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Shiner Perch,Cymatogaster,aggregata,100.63,20.80997598,2.99
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Black Perch,Embiotoca,jacksoni,59.09,6.242283925,3.31
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Crevice Kelpfish,Gibbonsia,montereyensis,56.61,1.050749884,3.4
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,45.44,1.214235749,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,53.2,1.992091155,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,58.47,2.679887706,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,60.3,2.952181414,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,68.02,4.309488165,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Pacific Staghorn Sculpin,Leptocottus,armatus,87.36,9.455147872,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Bay Pipefish,Syngnathus,leptorhynchus,115.2,0.609590428,3.24000001
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,1,Bay Pipefish,Syngnathus,leptorhynchus,176.55,2.280191062,3.24000001
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Speckled Sanddab,Citharichthys,stigmaeus,41.62,0.632171331,3.4
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Speckled Sanddab,Citharichthys,stigmaeus,50.02,1.128069541,3.4
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Arrow Goby,Clevelandia,ios,20.62,0.079751977,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Arrow Goby,Clevelandia,ios,23.84,0.124329814,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Arrow Goby,Clevelandia,ios,29.53,0.239344969,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Crevice Kelpfish,Gibbonsia,montereyensis,60.07,1.260655129,3.4
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Giant Kelpfish,Heterostichus,rostratus,31.55,0.174600471,3.89
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Giant Kelpfish,Heterostichus,rostratus,33.75,0.214742429,3.89
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,19.99,0.092150746,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,45.84,1.248115434,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,51.18,1.764093362,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,54.48,2.146501381,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,59.8,2.875996806,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,61.09,3.075338142,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,62.31,3.272336983,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,63.76,3.517453542,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,59.63,2.850402453,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,62.03,3.226385629,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,63.4,3.455468604,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,62.61,3.322063362,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,62.59,3.318732356,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,64.27,3.606556527,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,63.44,3.462318761,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,66.63,4.038963192,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,72.58,5.283381221,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,68.85,4.47677294,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,72.72,5.315447514,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,70.11,4.739098969,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,71.47,5.033793058,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,69.38,4.585876656,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,74.41,5.713062536,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,73.34,5.45905067,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,77.03,6.368816865,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,82.02,7.756302592,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,76.21,6.158348206,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,85.41,8.80813715,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,101.77,15.27118624,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Pacific Staghorn Sculpin,Leptocottus,armatus,63.32,3.441796013,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,Calico Rockfish,Sebastes,dallii,40.5,0.749484326,3.6
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,95.85,6.422894584,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,98.12,6.875142068,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,104.17,8.18126451,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,103.14,7.948316785,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,95.98,6.44825104,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,100.75,7.424648257,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,99.03,7.06214347,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,2,California Lizardfish,Synodus,lucioceps,92.94,5.872292311,4.5
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Topsmelt,Atherinops,affinis,54.11,2.724293073,2.76
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Topsmelt,Atherinops,affinis,55.66,2.92360029,2.76
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Topsmelt,Atherinops,affinis,61.68,3.779382989,2.76
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Topsmelt,Atherinops,affinis,59.36,3.433955967,2.76
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,26.04,0.162884423,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,24.92,0.14238202,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,26.03,0.162693091,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,26.84,0.178686869,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,28.68,0.218882149,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,37.02,0.478006259,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,36.23,0.447473434,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Arrow Goby,Clevelandia,ios,46.64,0.969213139,3.12
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,36.19,0.594175626,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,36.44,0.607159449,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,45,1.177698101,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,43.92,1.091205138,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,42.98,1.01953752,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,47.73,1.416941061,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,44,1.097458448,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,47.68,1.412285488,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,48.35,1.475542163,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,51.94,1.847663119,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,53.78,2.061085401,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,57.76,2.579027905,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,56.97,2.469879757,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,59.84,2.882041686,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,58.92,2.745185394,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,59.56,2.839908878,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,68.16,4.337400932,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,68.87,4.480857598,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,72.57,5.281095829,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,71.44,5.027161319,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,77.01,6.363626023,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,79.37,6.996288597,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,88.81,9.956735119,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Pacific Staghorn Sculpin,Leptocottus,armatus,100.57,14.71287737,3.68
Spring,2008,5/21/2008,Stephens,Beam,Beam 2,3,Shadow Goby,Quietula,y-cauda,59.74,1.543598049,3.2
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Penpoint Gunnel,Apodichthys,flavidus,77.57,1.155066082,3.55
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Penpoint Gunnel,Apodichthys,flavidus,82.2,1.386492783,3.55
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Penpoint Gunnel,Apodichthys,flavidus,103.6,2.873787276,3.55
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Penpoint Gunnel,Apodichthys,flavidus,104.52,2.954945677,3.55
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Speckled Sanddab,Citharichthys,stigmaeus,56.63,1.667746073,3.4
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Speckled Sanddab,Citharichthys,stigmaeus,62.72,2.300712299,3.4
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Speckled Sanddab,Citharichthys,stigmaeus,69.41,3.166013027,3.4
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Speckled Sanddab,Citharichthys,stigmaeus,64.73,2.541065851,3.4
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Speckled Sanddab,Citharichthys,stigmaeus,75.62,4.147045284,3.4
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,71.14,7.30160729,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,74.06,8.24474843,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,73.66,8.110999772,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,76.17,8.974745816,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,77.71,9.533994047,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,85.26,12.61494911,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Shiner Perch,Cymatogaster,aggregata,91.15,15.43475584,2.99
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Longjaw Mudsucker,Gillichthys,mirabilis,60.65,3.139159356,3.2
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,55.22,1.819379115,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,61.6,2.519874805,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,67.66,3.33255274,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,100.24,10.74779401,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,82.92,6.108070735,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,81.29,5.757296733,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,86.71,6.977922287,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,93.6,8.762918571,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Blenny,Hypsoblennius,gentilis,99.43,10.49113498,2.71
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,62.36,3.28058924,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,64.71,3.684655396,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,56.66,2.427924134,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,70.19,4.756099622,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,68.1,4.325423277,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,68.04,4.313468185,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,72.32,5.224179763,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,74.66,5.773550335,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,74.3,5.686585285,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,75.29,5.927912639,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,76.17,6.148204469,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,74.68,5.778408129,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,78.68,6.807078275,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,82.71,7.963039446,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,77.74,6.554967242,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,79.67,7.079660103,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,76.58,6.252719096,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Pacific Staghorn Sculpin,Leptocottus,armatus,82.71,7.963039446,3.68
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Reef Finspot,Paraclinus,integripinnis,66.86,1.842348515,3.3
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,139.7,1.106131788,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,195.87,3.14290216,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,151.43,1.419073266,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,161.36,1.726788961,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,173.85,2.174151412,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,176.28,2.269433062,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,Bay Pipefish,Syngnathus,leptorhynchus,188.16,2.776127121,3.24000001
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,California Lizardfish,Synodus,lucioceps,101.3,7.543087874,4.5
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,California Lizardfish,Synodus,lucioceps,96.6,6.570085419,4.5
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,California Lizardfish,Synodus,lucioceps,98.99,7.053854367,4.5
Spring,2008,6/11/2008,Stephens,Beam,Beam 4,1,California Lizardfish,Synodus,lucioceps,99.15,7.08704911,4.5
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,1,Ocean Whitefish,Caulolatilus,princeps,75,10.0828125,3.9
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,1,Ocean Whitefish,Caulolatilus,princeps,55,3.9763625,3.9
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,1,Dwarf Perch,Micrometrus,minimus,70,6.953936045,2.78
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,1,Cabezon,Scorpaenichthys,marmoratus,50,3.6425,3.619999886
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,1,Bay Pipefish,Syngnathus,leptorhynchus,184,2.590818869,3.24000001
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,40,0.557856157,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,43,0.700581868,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,45,0.808449089,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,44,0.753198053,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,47,0.92713187,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,58,1.798172855,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56,1.609998765,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,80,4.951841289,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,77,4.390146793,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,94,8.229737757,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Pacific Staghorn Sculpin,Leptocottus,armatus,45,1.177698101,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Pacific Staghorn Sculpin,Leptocottus,armatus,70,4.715790762,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Pacific Staghorn Sculpin,Leptocottus,armatus,77,6.361031683,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Pacific Staghorn Sculpin,Leptocottus,armatus,80,7.172147967,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,Lingcod,Ophiodon,elongatus,88,9.0635776,4.3
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,23,0.160452014,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,28,0.284053594,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,28,0.284053594,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,30,0.347057556,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,29,0.314522019,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,34,0.499153835,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,38,0.689432703,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,36,0.589267067,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,40,0.800154072,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,42,0.921931955,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,48,1.358577087,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,50,1.529542446,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,2,English Sole,Parophrys,vetulus,50,1.529542446,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,35,0.366309007,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,42,0.650531787,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,42,0.650531787,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,44,0.753198053,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,42,0.650531787,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,43,0.700581868,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,48,0.990702264,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,55,1.521162917,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,86,6.218754024,3.4
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Bay Goby,Lepidogobius,lepidus,27,0.18378282,3.3
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Bay Goby,Lepidogobius,lepidus,25,0.145108877,3.3
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Pacific Staghorn Sculpin,Leptocottus,armatus,27,0.236825739,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Pacific Staghorn Sculpin,Leptocottus,armatus,47,1.350000582,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,Pacific Staghorn Sculpin,Leptocottus,armatus,65,3.736754976,3.68
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,29,0.314522019,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,37,0.638061815,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,38,0.689432703,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,38,0.689432703,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,40,0.800154072,3.39
Spring,2008,5/19/2008,Stephens,Otter,Otter 1,3,English Sole,Parophrys,vetulus,44,1.055264723,3.39
